#This is a comment
#Particle charge px[MeV] py[MeV] pz[Mev]
pion -1 188.334 -106.777 8.12598
pion 1 -19.8054 -196.683 -60.0891
muon -1 188.635 -140.88 -92.7954
pion -1 -102.885 -39.654 173.457
muon -1 237.302 -149.769 -186.7
pion -1 70.1488 -42.6724 -241.364
muon -1 152.833 -63.2714 -147.343
electron -1 50.1182 177.378 169.596
muon -1 248.178 146.417 -174.511
muon -1 38.1899 -224.544 -214.243
pion -1 -17.822 -179.971 -206.333
pion -1 -16.0446 245.626 -128.72
muon -1 -243.8 192.986 42.3517
muon -1 -83.8029 -165.789 -21.8712
pion 1 61.8004 -217.623 -2.37471
pion -1 -229.445 -217.778 -212.264
electron -1 203.016 -234.958 -103.987
electron 1 -116.716 176.045 2.41689
muon 1 94.6874 210.892 203.664
electron 1 -217.135 195.493 57.7297
muon -1 -206.005 208.627 94.4855
muon 1 53.7957 -121.968 202.039
electron -1 -212.784 212.792 2.46012
pion 1 -92.9148 -64.5712 -82.0315
electron -1 214.935 1.04064 -144.952
muon -1 19.068 126.179 39.7853
electron 1 107.042 123.386 123.196
muon 1 -105.377 114.354 -158.91
electron 1 -82.2914 -17.7322 5.72477
muon -1 -45.8928 -39.4629 124.499
pion -1 49.9536 -118.917 -96.0564
muon 1 19.4391 -53.4919 122.471
muon -1 246.054 61.7191 -97.8323
pion 1 -108.185 -221.547 -245.822
muon -1 -222.988 -6.85644 19.5179
muon -1 -246.255 152.189 83.6654
pion 1 -221.461 52.7829 -16.8078
pion -1 -19.4487 -82.8821 -137.333
pion -1 -207.958 -126.821 -226.014
electron 1 -159.609 179.255 -222.337
muon 1 143.487 -57.9788 -118.541
pion 1 33.5537 133.336 214.49
pion 1 144.109 26.6394 -45.7291
muon -1 112.751 -96.9894 209.835
muon -1 243.99 171.658 127.613
electron 1 -83.8684 -119.627 125.218
electron 1 -143.679 35.3361 -233.608
electron 1 -181.623 -169.578 -4.59172
pion -1 -92.3258 241.281 -127.975
electron 1 -92.6174 -226.509 -216.685
electron 1 -220.516 73.0295 201.363
pion 1 215.534 -103.6 -86.2884
electron 1 -107.918 -3.73559 129.969
electron -1 135.885 -229.545 -121.391
muon -1 -241.038 235.502 -221.374
pion 1 119.069 -227.535 -146.643
pion 1 87.4908 -81.743 230.522
electron -1 -177.541 97.8503 44.3565
electron -1 -15.0063 -199.196 -202.118
pion 1 51.8531 108.598 -226.959
electron -1 157.715 -36.2469 -61.2949
pion 1 -80.2171 3.6406 -207.247
muon -1 248.947 -166.569 -84.0649
muon -1 -56.3953 165.13 -69.1563
muon -1 92.292 -60.3548 135.552
muon 1 -233.776 116.489 -50.8149
muon -1 -49.4611 -35.2004 -52.5425
pion 1 215.116 -182.483 160.598
muon -1 -164.869 92.192 192.205
pion 1 96.7007 118.51 52.067
muon -1 -155.753 42.0544 -10.4611
muon -1 -11.9933 -249.748 -222.518
electron 1 2.9897 58.9897 121.616
muon -1 -219.832 -17.8351 225.129
muon 1 61.3456 -87.7923 23.5105
pion 1 -96.4552 -222.362 169.365
muon 1 75.2652 16.8627 89.8456
muon -1 -78.8067 -114.375 -139.401
electron 1 -68.024 -165.619 -226.54
muon 1 -203.315 140.871 -68.072
muon 1 235.244 -76.3532 33.7394
electron 1 179.562 72.3517 45.627
muon -1 -207.523 164.674 -45.6507
muon -1 -137.922 -48.2971 -187.933
pion 1 -218.711 83.9115 95.8609
pion -1 248.141 -178.155 33.759
pion -1 57.3828 -184.514 245.417
muon 1 -48.7562 225.209 -21.7799
muon 1 231.299 -64.4754 128.019
muon -1 0.389441 224.432 -156.323
pion 1 44.2665 30.2848 -234.871
electron 1 -127.447 -106.531 67.9399
electron 1 -110.786 86.9741 -65.5213
pion -1 51.2222 -116.684 -43.0459
pion 1 94.5602 77.834 239.396
pion -1 -54.9484 141.469 60.4282
muon -1 103.413 -59.9875 -222.598
muon -1 -188.707 3.38625 -63.3928
muon 1 -77.6271 -44.3368 -192.293
electron 1 -158.842 4.16892 -134.691
electron 1 -136.859 88.3228 -206.252
muon -1 221.753 -146.289 79.6357
electron 1 161.671 -162.475 -75.2708
pion 1 -30.4672 -32.825 -18.7037
muon -1 56.8775 -226.945 -122.606
muon -1 188.654 -39.8215 90.2729
muon -1 84.9093 -200.71 -216.542
muon -1 -172.874 -91.2332 39.8664
electron -1 14.1371 198.994 -188.736
pion -1 -227.058 171.749 -185.264
electron 1 -181.097 -30.7131 52.0033
pion -1 -210.327 -48.6328 208.888
muon -1 166.682 239.151 -227.731
electron -1 197.747 -36.6655 -128.317
muon -1 125.849 210.686 225.533
muon -1 167.666 129.872 180.396
electron -1 -179.207 -117.835 -112.389
muon -1 16.0879 -131.051 49.6355
muon 1 88.2173 -153.262 -140.887
pion -1 132.36 -112.633 -238.695
muon -1 -140.216 173.737 -223.041
pion 1 -40.0796 -212.905 66.2927
pion 1 -150.917 95.9623 -65.3509
electron -1 25.086 -205.5 -50.8228
electron 1 -207.408 -68.4995 -97.7057
electron 1 39.2065 27.0692 22.9164
muon 1 -56.6382 66.9301 -185.716
pion -1 80.8459 -128.816 45.7749
muon -1 -48.5801 -102.838 -47.2181
muon -1 36.7621 -219.339 158.473
muon -1 -108.677 -123.068 107.426
muon 1 -31.491 168.988 -34.2525
pion -1 10.5315 94.3094 -83.8556
pion 1 33.38 -30.4105 -207.133
pion -1 -56.516 -186.418 -84.3001
electron -1 -100.378 -242.928 185.774
muon -1 -227.013 -233.588 246.579
muon -1 -91.7924 24.2635 158.614
electron 1 -33.4807 30.4242 14.6979
electron 1 223.672 232.534 -175.619
muon 1 244.777 228.774 -163.047
pion -1 -145.49 -82.2757 143.378
muon -1 -187.697 145.846 -196.531
electron 1 -56.8152 -107.421 38.5611
muon -1 80.1463 -45.6396 -236.125
pion -1 117.302 218.613 161.449
muon -1 -42.3159 168.328 -244.784
pion 1 -240.286 215.915 -206.972
muon -1 -59.2894 -172.901 -227.307
electron -1 64.4383 64.5472 -78.1736
muon -1 144.517 -105.029 129.982
pion 1 -73.131 84.6914 86.5342
muon -1 -150.551 56.2305 -58.2252
pion 1 -149.653 -175.269 123.682
muon 1 -167.013 90.2875 -235.528
pion 1 -92.3529 234.623 -47.9469
electron 1 228.748 200.489 99.8125
pion -1 -242.001 8.55617 239.431
electron 1 153.67 -222.244 -46.6813
muon 1 121.736 79.19 -164.601
muon -1 175.123 182.744 -112.328
muon -1 177.08 246.837 -30.4438
pion -1 -66.8147 32.7495 -208.556
muon -1 -82.8617 170.891 -244.941
muon 1 188.577 -97.0877 -45.1807
electron 1 -74.6489 4.11509 225.587
pion 1 -147.495 -12.2448 62.4605
muon 1 -52.9133 23.6662 -146.212
pion -1 -224.145 45.0847 233.753
muon 1 -196.443 110.889 61.5031
pion -1 67.8359 108.633 180.805
pion -1 -247.97 -8.48436 7.57645
muon 1 -74.464 155.635 -65.7985
muon -1 -33.2158 -205.985 -108.305
pion -1 -189.959 198.251 55.6109
electron -1 -188.625 -143.928 -86.049
muon 1 -122.192 -232.449 66.1559
electron 1 117.673 -16.2327 -151.218
pion 1 212.755 -57.5115 -171.349
electron -1 153.491 9.56745 -25.31
muon -1 89.9433 -82.2132 54.215
muon -1 25.812 -179.246 -51.2026
pion 1 -138.768 -73.9638 167.804
muon -1 24.6216 -75.6203 83.3071
pion -1 32.7818 223.467 -3.07039
muon -1 209.865 29.058 -31.6984
pion -1 140.068 -120.248 24.8615
muon 1 -241.006 -130.422 -87.7618
electron 1 235.267 -150.385 -164.707
electron -1 152.88 -202.01 146.223
electron 1 111.984 -41.7984 -202.623
muon 1 119.311 -214.112 159.897
muon 1 84.545 -62.4971 194.677
muon 1 -161.443 -170.806 -18.5258
pion 1 66.642 -7.10454 -147.946
muon 1 -95.2469 116.488 -248.087
pion 1 -88.8067 -34.0859 83.0036
muon 1 -33.5361 26.1392 22.4824
muon 1 -187.474 -97.9786 -187.252
pion 1 233.732 -220.176 -218.535
electron -1 -121.552 -70.0333 243.882
muon 1 -165.484 -135.486 35.3839
muon 1 28.3124 0.675542 74.3398
electron -1 184.639 -31.6532 -215.774
pion -1 193.056 169.6 14.5935
muon -1 36.6597 -37.5751 -158.456
pion -1 125.217 -6.63498 -54.9512
muon -1 -125.759 31.7366 126.694
muon -1 139.48 177.468 72.4353
pion -1 -219.023 242.972 154.086
muon -1 -137.45 66.5737 172.071
pion -1 157.262 160.561 244.548
muon -1 -145.838 -186.686 227.528
pion -1 81.1516 -62.9275 95.4069
pion -1 235.715 -117.622 3.10712
pion 1 -242.964 57.9042 102.326
pion -1 177.237 -183.223 -86.6026
muon 1 -146.236 105.404 235.84
electron -1 -234.804 225.708 -173.848
muon -1 -1.86068 76.6602 213.389
pion 1 187.797 238.865 -80.8864
electron -1 86.9654 -249.067 31.3186
muon -1 -56.1526 -127.573 -92.4617
muon -1 154.585 242.257 33.1502
pion 1 -210.176 -13.1129 75.6918
electron 1 -94.6215 161.398 -95.1338
pion 1 -137.788 -225.498 -180.394
muon 1 230.883 87.5375 53.346
electron 1 122.17 -17.5629 37.9903
muon -1 59.9428 -47.1397 -224.682
pion -1 -223.149 -78.8271 -202.853
muon 1 235.365 -80.7483 -194.792
pion 1 200.992 -69.9866 -96.8223
muon -1 61.0052 -118.711 -14.3939
electron -1 -108.045 -136.728 229.89
electron 1 29.9064 -23.0178 166.448
electron 1 102.525 -70.2187 234.054
pion -1 141.055 -179.258 117.181
pion 1 26.5011 -111.777 81.7538
muon -1 166.481 218.503 -217.999
pion 1 97.0793 51.0825 54.2117
pion -1 -231.938 -69.4956 28.3849
muon -1 30.3798 187.102 -155.567
pion -1 115.461 91.2641 -87.2599
pion 1 92.3204 -141.346 -39.4543
pion -1 180.511 225.337 -66.5165
pion -1 -2.54542 -191.257 -96.6052
electron -1 -70.2713 120.447 -170.759
muon -1 -203.831 133.514 -217.877
pion 1 57.3396 106.077 -23.728
pion 1 -60.8079 225.437 52.3977
muon -1 87.8116 -238.354 -200.276
muon -1 -219.561 -95.6827 101.44
electron 1 -33.6603 -88.9348 -181.778
electron 1 84.9657 -136.665 145.498
pion 1 191.634 -68.829 203.058
electron -1 81.1488 -234.647 -15.4094
muon -1 137.612 -184.564 126.4
electron 1 -32.5869 -166.739 -105.959
muon 1 147.216 -156.985 168.49
muon -1 35.5842 -137.541 50.1762
muon -1 -203.914 -206.872 168.851
pion -1 163.085 136.622 -93.8226
electron 1 -210.762 111.56 0.0192464
pion 1 68.6629 -183.536 -208.781
electron -1 -83.5693 11.0572 -32.1423
pion 1 -114.325 -93.1721 -93.2108
electron 1 202.307 -7.27749 208.144
muon 1 181.578 94.9745 -136.577
pion -1 -47.8386 5.45253 -188.99
pion 1 -10.1413 -218.544 112.727
pion -1 -32.505 -54.3865 117.519
pion -1 -224.56 23.2456 53.2127
muon -1 -220.93 247.045 -56.3061
pion 1 65.4263 -141.728 100.294
electron 1 1.58435 170.323 95.1869
electron 1 -247.471 -166.506 -247.182
electron -1 242.239 28.1556 -169.971
pion 1 81.746 92.6214 84.9276
muon 1 -33.7801 -92.5042 95.7314
muon 1 119.954 236.693 63.6559
muon 1 39.3496 -175.859 -79.9588
muon -1 -88.6151 -127.772 -73.586
muon -1 -87.9246 -201.871 59.0951
muon -1 -227.968 105.713 225.151
electron -1 -176.826 -53.5414 -220.412
muon -1 138.248 -163.487 -235.939
pion -1 77.3903 -219.369 -73.2392
muon -1 15.2802 185.843 79.2213
muon 1 8.15862 -193.316 -93.4677
muon -1 242.45 128.727 74.9401
pion -1 -69.2337 -211.495 -80.0955
muon -1 97.671 113.148 -241.259
pion 1 -51.5136 -233.276 -46.3725
pion -1 -37.7473 41.2293 -130.691
pion -1 97.7957 -249.83 6.56877
pion -1 -70.5542 214.968 -8.93984
muon 1 79.6485 5.97954 -32.3379
muon -1 -98.4608 -85.8659 -224.92
electron 1 161.339 -56.8844 -110.84
pion 1 -19.9933 -176.855 33.3026
pion -1 136.508 236.892 -112.083
muon -1 133.247 6.26586 -46.8191
muon -1 -160.218 -171.167 228.853
electron -1 84.404 72.7191 -226.617
pion -1 140.829 232.058 -216.553
pion 1 -193.719 34.9347 -61.3448
muon -1 -140.332 -66.2201 -36.4616
muon -1 -34.9131 197.676 42.2933
pion 1 -83.4627 222.276 77.4605
electron -1 -202.256 68.6553 -241.76
muon 1 -159.231 -125.632 116.385
pion -1 52.4541 229.755 -165.42
pion 1 237.858 -51.4048 -37.1734
electron -1 -206.718 -79.308 -75.6127
pion -1 -150.56 238.912 244.644
pion 1 -27.164 158.837 -165.855
pion -1 204.36 141.103 107.24
muon -1 -239.297 -193.721 226.684
muon -1 141.557 -129.593 236.21
muon -1 213.996 74.7657 88.497
electron 1 -219.389 -32.0246 190.211
muon -1 -243.797 -154.934 -21.1183
electron 1 -108.196 232.213 -96.0727
pion 1 -89.2139 50.9262 74.6613
muon 1 -246.33 -245.703 -153.807
muon 1 88.4211 104.553 -235.246
muon 1 128.857 -49.5008 -143.292
electron 1 -96.7579 147.249 -240.172
muon -1 219.452 109.863 -162.277
electron -1 139.081 183.851 -204.018
pion 1 -5.35815 -24.0878 87.5493
pion -1 73.1701 -45.6281 -227.905
pion -1 14.4547 213.126 -97.2525
muon 1 74.4494 -184.67 -24.2733
pion 1 1.11543 -116.594 12.9042
pion -1 22.6591 89.2971 46.7185
pion -1 18.8872 -220.943 -21.7138
pion -1 198.135 -218.057 -17.6753
muon -1 -163.17 128.289 -114.513
pion -1 -244.589 70.4968 186.084
pion -1 -210.857 248.132 51.7832
pion 1 50.3531 74.4133 238.488
muon -1 -155.589 -72.279 -126.536
electron -1 -124.484 -208.46 -130.005
muon 1 117.448 -0.562189 -45.5263
muon -1 92.5692 -240.96 23.0931
electron 1 -188.339 -12.8732 82.9024
electron 1 175.574 -47.6221 210.814
muon -1 175.862 47.7748 109.978
muon -1 15.9898 227.639 -235.892
pion -1 -9.3766 102.277 -145.59
muon 1 47.5181 159.849 -116.084
electron -1 -4.35188 -219.206 246.222
muon 1 -91.1421 38.8943 -235.471
pion 1 224.18 -12.837 85.0517
electron 1 110.318 -8.53197 -29.3053
muon -1 147.274 81.5602 -50.8249
muon -1 -138.199 -120.382 61.9691
electron -1 93.7874 -100.67 -98.2454
electron 1 -187.288 -112.33 -189.117
pion 1 84.2324 -139.82 -119.039
pion -1 -217.291 185.391 74.2662
muon 1 132.757 47.6382 -3.92136
electron -1 62.651 -151.206 -244.279
muon -1 -240.957 202.358 170.271
electron -1 -166.196 -176.901 -1.89301
pion -1 -228.757 -193.092 76.3665
electron 1 -132.719 141.454 137.064
pion -1 -209.282 147.403 111.088
electron 1 208.645 243.627 -211.123
electron 1 -131.519 193.492 3.76421
pion 1 249.608 -79.1655 215.642
muon 1 187.159 1.3628 11.3326
muon -1 212.078 166.283 125.028
pion 1 217.438 -155.646 71.2063
muon -1 -67.3592 197.711 -85.5749
muon 1 127.573 -63.3673 85.3537
muon -1 114.367 -207.244 -125.44
muon 1 -14.7817 -226.589 -144.907
muon -1 127.372 208.428 -181.684
muon 1 -149.05 47.5114 88.1043
pion 1 -123.611 113.923 -61.972
pion -1 194.763 -61.2901 -113.291
muon -1 33.3019 -234.999 212.799
muon -1 -10.008 104.873 -237.957
electron 1 -59.3391 -189.977 183.743
muon 1 76.8276 -158.638 -141.992
muon -1 -44.1856 7.42273 63.0003
pion 1 -57.9248 197.757 -46.5906
pion 1 175.607 -104.889 -220.764
pion -1 -149.983 23.4451 173.323
pion -1 120.585 52.8396 -167.717
electron -1 -70.9373 -80.5884 165.5
muon -1 -240.496 110.045 6.82251
pion 1 -8.76416 23.4006 -83.44
muon 1 -123.037 -189.069 179.695
electron 1 -80.9598 -142.827 -25.4561
muon 1 -198.561 -68.8779 51.3167
pion 1 -37.8311 216.108 -170.908
electron -1 -38.7561 -188.848 -230.543
pion 1 106.529 131.346 -126.062
pion -1 111.825 -108.252 -142.753
pion 1 171.453 44.161 92.7285
pion 1 -159.944 14.5744 74.9626
electron -1 -68.173 100.76 210.089
electron -1 3.95833 -196.122 34.6354
muon -1 -199.197 129.575 -21.6213
pion -1 -153.959 -173.561 47.9956
muon -1 -238.434 -144.839 211.027
pion 1 -148.058 35.598 -95.8616
muon -1 -5.32088 223.929 -115.728
electron -1 188.429 -63.6505 -52.7202
muon -1 -94.2244 130.716 -234.658
electron 1 -99.0571 239.007 -43.9747
electron 1 -76.1495 -233.798 -62.511
pion -1 146.216 88.2726 3.97119
muon -1 27.8717 -40.1831 -126.084
pion -1 -65.31 -137.64 19.9074
electron 1 25.7862 210.173 -20.5828
muon 1 -128.116 -211.343 157.726
muon -1 -43.006 90.1168 70.5845
pion -1 -48.7266 181.85 -27.7518
pion -1 4.50716 -225.252 201.843
pion -1 10.1614 177.306 -11.7661
pion -1 -160.614 -60.724 -171.957
electron -1 94.4744 -191.151 157.532
muon 1 230.671 5.90347 100.588
electron 1 155.033 -237.816 116.341
pion 1 61.3077 -125.462 86.2208
electron -1 7.61364 182.055 127.657
electron -1 53.3047 46.3276 182.662
muon -1 145.283 196.33 -217.842
pion -1 169.601 -66.5689 206.418
electron -1 -204.001 -123.977 -31.786
pion 1 -170.975 132.21 -110.832
electron 1 -189.86 51.2749 143.115
pion -1 -100.823 -166.067 214.402
muon -1 20.9525 229.914 166.587
pion 1 32.1472 -125.709 193.128
muon -1 -111.233 109.725 6.48726
pion -1 234.819 233.778 -175.189
muon -1 221.212 -167.607 -102.92
muon 1 94.6646 127.81 205.187
pion -1 -239.273 -96.104 80.8061
muon 1 247.416 5.9451 -167.962
electron -1 137.139 116.539 83.7703
electron 1 176.737 -188.178 214.026
pion 1 71.4498 -163.967 30.8308
pion -1 231.13 -123.864 -73.4422
pion -1 -25.373 -113.191 -178.288
muon 1 -225.474 -18.7539 131.364
muon -1 212.422 -92.8568 22.4397
pion 1 249.216 222.422 -236.121
muon -1 227.826 165.732 116.046
electron -1 143.643 201.894 102.759
pion -1 -40.6748 54.1573 135.518
muon -1 82.5454 41.8512 19.3836
pion -1 66.1827 -168.744 48.0397
muon -1 -4.89798 -108.182 11.3856
muon 1 133.023 -242.11 239.094
muon -1 186.258 146.195 14.3106
pion -1 48.0261 135.812 26.781
muon 1 195.051 108.582 103.785
electron -1 -134.792 131.813 230.34
pion -1 -160.798 45.3784 178.679
pion -1 -247.776 189.447 168.31
muon 1 -146.092 -228.254 25.9337
pion 1 -189.551 241.105 -28.6823
electron -1 -87.0253 -134.717 -34.2868
electron 1 -220.421 2.06298 -82.2518
muon -1 78.621 -19.6221 -232.449
pion -1 -114.42 -68.816 3.61973
muon 1 -4.04468 47.4208 -22.1482
electron 1 -219.341 -114.221 -172.975
muon 1 31.556 -69.6823 21.8176
muon -1 -65.2847 189.019 -205.077
muon 1 15.2891 -51.4812 -200.523
electron -1 125.2 105.199 -50.1198
pion -1 -40.1573 -214.664 -29.8149
muon 1 196.936 -85.2696 155.098
muon -1 -137.792 -204.537 223.788
pion -1 -82.7938 -22.9733 92.1848
muon -1 -112.402 -2.72538 -53.2119
pion 1 -199.096 -75.7304 16.8156
pion -1 145.04 -216.321 2.562
electron -1 -215.383 -19.0836 -185.501
muon 1 -125.613 236.253 -62.9585
pion -1 -123.846 152.017 63.9592
pion 1 -156.43 -8.04934 -124.348
pion -1 -235.927 138.384 200.977
muon -1 -158.343 142.189 -59.1991
pion -1 -19.5511 -246.071 -164.047
muon -1 -40.7356 118.074 -216.88
muon -1 -60.6179 -86.4509 -109.008
pion 1 -132.832 62.9905 25.4822
muon 1 142.947 96.5932 -239.377
electron 1 95.4571 -118.1 -152.88
electron 1 -179.395 184.627 243.293
pion 1 118.129 -76.4381 36.0731
muon -1 -243.18 209.482 -155.648
electron 1 -49.2004 72.3807 -100.096
electron -1 3.4281 -121.379 -10.1148
electron -1 59.3136 177.963 -246.483
electron 1 131.687 -168.097 -144.854
pion 1 -161.066 -152.307 -135.221
electron 1 132.567 -42.1605 -80.711
electron -1 -140.051 -20.8991 134.144
electron -1 -66.9099 157.391 86.6254
muon 1 -202.631 71.2157 -15.3309
muon 1 130.991 -233.23 226.329
electron 1 121.895 108.581 -60.8227
muon 1 107.657 70.9458 169.835
electron -1 -119.715 -160.503 -188.398
electron -1 -58.7973 -36.6332 82.5147
electron 1 206.384 -69.2162 213.747
pion 1 -41.0022 -218.583 158.332
pion -1 34.5339 -239.047 223.949
muon -1 41.7494 34.2167 -3.32138
muon -1 -38.0529 3.72589 -14.304
muon -1 44.0412 6.03994 153.534
electron 1 -185.217 41.5475 -66.6614
pion -1 221.402 -103.824 124.308
muon -1 21.8051 -37.3518 28.7402
electron -1 -105.991 91.9847 52.2356
muon -1 -73.5435 46.1409 -42.4834
pion 1 -78.8387 -97.9779 -132.725
pion 1 214.099 -155.803 -60.772
electron -1 18.5435 -179.732 37.7262
electron 1 -203.591 -77.6932 114.538
muon -1 86.3526 -62.8806 35.3696
pion -1 -77.8301 242.589 39.7175
electron -1 16.3389 54.76 62.3385
pion -1 139.975 190.225 116.096
muon 1 221.675 -238.386 76.8635
electron -1 -98.4899 221.916 180.278
pion 1 -34.4309 -8.46719 -121.315
electron 1 153.744 113.035 173.341
muon -1 -3.50522 -34.3069 -131.602
muon -1 116.135 244.75 117.15
pion -1 -39.9724 130.439 -245.942
electron 1 -221.559 -10.9109 -148.575
electron -1 160.017 41.3594 101.63
pion -1 74.7315 89.7283 -147.606
electron -1 -143.652 -77.1362 223.835
muon 1 196.424 -10.6172 45.66
electron -1 -216.298 -50.0526 -50.3218
muon -1 -119.1 -234.036 -217.385
muon 1 56.3748 163.42 93.2473
electron -1 197.886 -173.489 -78.847
electron -1 109.04 -207.91 -65.6768
electron 1 141.869 -134.571 106.21
pion 1 -215.039 121.611 137.35
pion -1 148.492 -158.567 -143.07
pion -1 -172.086 -29.41 -148.366
electron 1 -191.695 -115.055 32.0229
muon 1 -98.8492 5.20611 165.756
muon 1 33.4047 -133.398 179.425
muon 1 -127.772 151.846 104.017
pion -1 87.3002 243.558 101.821
electron -1 -68.2214 33.0638 -29.6871
pion 1 -227.206 181.432 80.4041
muon -1 -11.4751 -235.562 22.0603
pion -1 -152.832 -87.3765 97.3789
electron 1 84.2337 -139.971 214.823
pion 1 193.511 -245.301 32.0181
electron 1 -34.7329 -248.096 -160.258
electron -1 -200.851 203.618 133.765
muon -1 -15.2272 67.0728 130.339
muon -1 193.415 -88.7339 -156.637
muon 1 113.085 -68.9171 214.144
muon -1 -53.4908 78.5283 88.7159
muon -1 -149.757 -192.984 -206.409
electron 1 228.732 134.982 -129.799
muon -1 -2.82904 232.828 -53.6075
electron 1 -125.551 210.614 119.538
pion -1 209.409 70.2574 5.56662
muon 1 -238.506 -35.5507 -231.487
muon -1 -117.75 237.425 176.693
pion 1 -225.729 67.9001 32.7757
muon -1 10.5863 172.213 229.217
electron -1 5.85479 82.6789 180.423
muon -1 213.39 -29.9995 43.835
electron -1 -140.144 -167.402 -184.311
pion -1 -51.2856 33.0288 -221.571
electron -1 -50.2548 -204.452 38.5994
muon -1 -202.53 -115.702 178.607
pion 1 -155.403 107.663 -18.3604
muon 1 -127.581 -33.5841 96.4
pion 1 21.8417 107.134 -84.024
muon 1 173.876 175.531 131.67
muon -1 -112.551 91.8662 -27.5255
electron 1 -108.4 5.83477 5.35757
muon 1 -173.53 -56.002 -14.9964
muon -1 148.271 -53.9293 62.5422
muon -1 -182.021 -201.591 -65.6901
muon -1 -205.94 117.647 153.105
pion 1 -44.5009 -3.332 -20.8745
pion 1 105.816 -95.3795 -185.517
pion 1 -59.1669 65.1567 119.03
pion -1 153.317 155.369 -93.6121
electron 1 -143.526 161.033 -190.653
electron -1 120.874 66.804 -79.2479
muon -1 -110.418 -244.514 18.0416
muon 1 144.891 240.099 -45.0387
muon -1 -70.1424 45.1717 40.7224
pion 1 -230.426 -185.877 -35.3606
muon -1 5.34123 125.711 212.569
electron 1 187.883 120.757 -171.182
muon -1 -133.047 129.097 -203.602
electron 1 26.7813 -158.879 61.4438
pion -1 112.001 -133.512 -61.7976
muon -1 -235.411 43.6093 103.167
muon 1 114.285 -240.254 -43.3458
pion -1 -79.9176 -121.879 -143.032
muon 1 -157.443 212.373 234.873
pion 1 -244.719 -100.724 -229.921
muon -1 182.759 -136.192 -5.61767
electron -1 175.796 206.849 249.887
muon -1 -91.1929 -64.4152 -91.9296
electron -1 112.411 -226.223 243.649
muon -1 -209.767 -50.3671 46.0605
